,Ship Mode,Segment,Market,Category,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
25748,Second Class,Corporate,LATAM,Office Supplies,33.12,3,0.0,5.58,7.24,High
25749,Standard Class,Corporate,LATAM,Office Supplies,110.592,9,0.4,9.072,7.24,Medium
25750,Standard Class,Consumer,LATAM,Office Supplies,171.0,9,0.0,46.08,7.24,Medium
25751,Second Class,Consumer,LATAM,Office Supplies,31.76,1,0.0,8.88,7.23,Critical
25752,First Class,Corporate,EU,Office Supplies,33.42,2,0.0,1.32,7.23,High
25753,Standard Class,Consumer,EU,Office Supplies,95.16,2,0.0,4.74,7.23,Medium
25754,Standard Class,Consumer,APAC,Technology,168.18,1,0.0,58.86,7.23,Medium
25755,Standard Class,Consumer,APAC,Office Supplies,47.88,3,0.0,9.09,7.23,High
25756,First Class,Consumer,APAC,Office Supplies,40.905,3,0.1,9.495,7.23,High
25757,Standard Class,Home Office,APAC,Office Supplies,173.61,3,0.0,32.94,7.23,Medium
25758,First Class,Consumer,APAC,Furniture,25.23,1,0.0,9.33,7.23,Critical
25759,Standard Class,Corporate,APAC,Office Supplies,106.164,4,0.1,38.844,7.23,Medium
25760,Same Day,Consumer,APAC,Office Supplies,37.17,2,0.5,-34.23,7.23,Medium
25761,Second Class,Consumer,APAC,Office Supplies,66.45,5,0.0,33.15,7.23,High
25762,Standard Class,Consumer,APAC,Office Supplies,53.64,2,0.4,-9.84,7.23,Low
25763,Standard Class,Consumer,US,Office Supplies,75.96,2,0.0,22.788,7.23,Medium
25764,Standard Class,Consumer,US,Office Supplies,48.94,1,0.0,24.47,7.23,High
25765,Standard Class,Corporate,US,Technology,149.95,5,0.0,44.985,7.23,Medium
25766,Standard Class,Corporate,US,Office Supplies,100.704,6,0.2,-1.2588,7.23,Medium
25767,Standard Class,Home Office,US,Office Supplies,142.04,4,0.0,38.3508,7.23,Medium
25768,First Class,Corporate,US,Technology,43.6,4,0.0,12.208,7.23,Medium
25769,Standard Class,Consumer,US,Furniture,51.75,1,0.0,15.525,7.23,High
25770,Second Class,Consumer,EMEA,Technology,66.42,1,0.0,16.59,7.23,Medium
25771,Standard Class,Consumer,Africa,Office Supplies,50.55,1,0.0,5.55,7.23,Medium
25772,Second Class,Consumer,Africa,Office Supplies,59.517,1,0.7,-41.673,7.23,Medium
25773,Standard Class,Home Office,EMEA,Furniture,171.69,1,0.0,24.03,7.23,Medium
25774,Second Class,Corporate,EMEA,Office Supplies,70.92,6,0.6,-104.76,7.23,Medium
25775,Same Day,Home Office,EMEA,Office Supplies,33.3,2,0.0,9.3,7.23,Medium
25776,Second Class,Corporate,LATAM,Furniture,197.3,5,0.0,39.4,7.23,Medium
25777,Standard Class,Consumer,LATAM,Office Supplies,78.84,3,0.0,18.12,7.23,Medium
25778,Standard Class,Corporate,LATAM,Office Supplies,72.9,3,0.4,-29.16,7.23,High
25779,Standard Class,Consumer,LATAM,Office Supplies,51.66,3,0.0,22.68,7.22,Low
25780,First Class,Consumer,LATAM,Office Supplies,35.34,3,0.0,9.18,7.22,High
25781,Standard Class,Consumer,EU,Office Supplies,108.0,9,0.0,4.32,7.22,High
25782,First Class,Consumer,EU,Office Supplies,74.16,6,0.0,33.3,7.22,High
25783,Second Class,Consumer,APAC,Office Supplies,49.5,3,0.45,-3.6,7.22,Medium
25784,Standard Class,Corporate,APAC,Office Supplies,80.1,6,0.5,-1.62,7.22,High
25785,Standard Class,Consumer,APAC,Furniture,60.39,3,0.0,6.03,7.22,Medium
25786,Second Class,Home Office,APAC,Office Supplies,33.6,2,0.0,4.02,7.22,Critical
25787,First Class,Home Office,US,Office Supplies,84.55,5,0.0,22.8285,7.22,Medium
25788,Standard Class,Corporate,US,Technology,44.75,5,0.0,8.5025,7.22,High
25789,Standard Class,Consumer,US,Technology,227.976,3,0.2,28.497,7.22,Medium
25790,Standard Class,Corporate,US,Office Supplies,122.97,3,0.0,60.2553,7.22,Medium
25791,Standard Class,Home Office,US,Office Supplies,82.4,5,0.0,40.376,7.22,Medium
25792,Standard Class,Consumer,US,Technology,252.8,4,0.2,-31.6,7.22,Medium
25793,Standard Class,Home Office,LATAM,Technology,114.144,4,0.4,-32.416,7.22,Medium
25794,Standard Class,Home Office,LATAM,Furniture,39.156,1,0.4,-22.844,7.22,Low
25795,Standard Class,Corporate,LATAM,Office Supplies,100.92,3,0.0,44.4,7.22,Medium
25796,Second Class,Corporate,EU,Office Supplies,56.97,3,0.0,4.5,7.21,High
25797,Standard Class,Home Office,EU,Office Supplies,110.25,5,0.0,19.8,7.21,Medium
25798,Standard Class,Consumer,EU,Office Supplies,138.96,3,0.0,36.09,7.21,Low
25799,Standard Class,Consumer,EU,Office Supplies,75.39,7,0.0,0.0,7.21,Medium
25800,Standard Class,Corporate,APAC,Furniture,165.42,3,0.0,82.71,7.21,Medium
25801,Standard Class,Home Office,APAC,Office Supplies,53.901,3,0.47,-21.429,7.21,High
25802,Standard Class,Consumer,APAC,Office Supplies,88.2,4,0.0,6.96,7.21,Medium
25803,Second Class,Consumer,APAC,Office Supplies,28.512,4,0.4,0.432,7.21,Critical
25804,Standard Class,Corporate,APAC,Office Supplies,111.888,4,0.4,-54.192,7.21,Medium
25805,Standard Class,Consumer,US,Office Supplies,52.776,3,0.2,19.791,7.21,High
25806,Second Class,Consumer,US,Office Supplies,45.68,2,0.0,21.0128,7.21,High
25807,Standard Class,Corporate,US,Furniture,146.136,3,0.2,16.4403,7.21,Medium
25808,Standard Class,Consumer,US,Technology,79.96,4,0.0,18.3908,7.21,High
25809,First Class,Home Office,US,Technology,31.176,3,0.2,-7.0146,7.21,High
25810,Standard Class,Consumer,EMEA,Office Supplies,193.8,4,0.0,0.0,7.21,Medium
25811,Standard Class,Consumer,LATAM,Office Supplies,60.24,5,0.4,-32.16,7.21,Medium
25812,Standard Class,Consumer,LATAM,Technology,88.56,4,0.7,-153.52,7.21,Medium
25813,Second Class,Corporate,LATAM,Office Supplies,30.48,4,0.0,14.32,7.2,High
25814,Standard Class,Consumer,LATAM,Furniture,128.304,3,0.4,-83.436,7.2,Medium
25815,Standard Class,Corporate,EU,Furniture,104.496,2,0.6,-135.864,7.2,Medium
25816,Standard Class,Consumer,APAC,Office Supplies,61.281,3,0.45,-25.659,7.2,High
25817,Standard Class,Consumer,APAC,Office Supplies,169.38,6,0.0,81.18,7.2,Medium
25818,First Class,Consumer,US,Office Supplies,33.63,3,0.0,10.089,7.2,Medium
25819,Standard Class,Corporate,Africa,Technology,67.572,2,0.7,-128.388,7.2,Medium
25820,Standard Class,Consumer,EMEA,Furniture,86.928,2,0.6,-126.072,7.2,High
25821,Standard Class,Corporate,LATAM,Technology,159.68,2,0.002,70.08,7.2,Medium
25822,Same Day,Consumer,LATAM,Office Supplies,67.2,7,0.4,3.36,7.2,High
25823,Standard Class,Consumer,LATAM,Office Supplies,65.92,8,0.0,3.2,7.2,High
25824,Standard Class,Consumer,EU,Office Supplies,62.85,5,0.0,8.1,7.19,High
25825,Second Class,Corporate,EU,Office Supplies,53.7,1,0.0,4.29,7.19,High
25826,Standard Class,Consumer,APAC,Office Supplies,127.47,1,0.0,36.96,7.19,Medium
25827,Standard Class,Consumer,US,Technology,71.96,5,0.2,25.186,7.19,Medium
25828,Second Class,Corporate,US,Office Supplies,61.792,4,0.2,6.1792,7.19,Medium
25829,Standard Class,Consumer,US,Office Supplies,87.71,7,0.0,41.2237,7.19,Medium
25830,First Class,Home Office,US,Technology,41.22,1,0.0,11.1294,7.19,Medium
25831,Standard Class,Consumer,US,Office Supplies,69.456,2,0.2,22.5732,7.19,High
25832,Same Day,Consumer,US,Furniture,51.264,6,0.2,7.6896,7.19,High
25833,Standard Class,Consumer,Africa,Office Supplies,97.8,4,0.0,0.0,7.19,Medium
25834,First Class,Consumer,Africa,Furniture,48.93,1,0.0,6.84,7.19,High
25835,Standard Class,Corporate,EMEA,Office Supplies,39.816,2,0.6,-31.884,7.19,High
25836,Second Class,Corporate,Africa,Technology,40.71,1,0.0,19.53,7.19,Critical
25837,First Class,Corporate,Africa,Office Supplies,51.63,1,0.0,8.76,7.19,High
25838,Standard Class,Home Office,LATAM,Technology,55.56,1,0.0,10.0,7.19,High
25839,Standard Class,Consumer,LATAM,Technology,163.38,5,0.4,16.28,7.18,Medium
25840,Standard Class,Consumer,LATAM,Technology,55.36,2,0.0,1.64,7.18,Low
25841,Standard Class,Consumer,LATAM,Furniture,92.304,3,0.2,-3.516,7.18,Medium
25842,Standard Class,Corporate,EU,Office Supplies,103.302,2,0.1,-3.498,7.18,Medium
25843,Standard Class,Home Office,EU,Technology,100.08,2,0.5,-64.08,7.18,High
25844,Standard Class,Consumer,APAC,Office Supplies,47.82,2,0.0,6.18,7.18,High
25845,Standard Class,Consumer,APAC,Technology,77.04,2,0.0,0.0,7.18,Low
25846,Standard Class,Corporate,APAC,Office Supplies,151.0182,6,0.47,-133.9218,7.18,Medium
25847,Standard Class,Home Office,APAC,Office Supplies,85.698,2,0.1,6.618,7.18,Medium
25848,Standard Class,Consumer,US,Office Supplies,193.8,5,0.0,94.962,7.18,Medium
25849,Standard Class,Corporate,US,Office Supplies,81.96,2,0.0,39.3408,7.18,Medium
25850,Standard Class,Consumer,US,Office Supplies,139.04,4,0.0,38.9312,7.18,Medium
25851,Second Class,Corporate,EMEA,Office Supplies,197.94,1,0.0,96.99,7.18,Medium
25852,Standard Class,Consumer,EMEA,Technology,79.5,2,0.0,3.18,7.18,Medium
25853,Standard Class,Consumer,Canada,Office Supplies,133.38,6,0.0,61.2,7.18,Medium
25854,Standard Class,Corporate,EMEA,Office Supplies,45.456,2,0.6,-51.144,7.18,High
25855,Standard Class,Consumer,LATAM,Furniture,100.44,3,0.0,34.14,7.18,Medium
25856,Second Class,Consumer,LATAM,Furniture,65.584,1,0.2,-2.476,7.18,Medium
25857,Standard Class,Consumer,LATAM,Office Supplies,108.42,3,0.0,9.72,7.18,Medium
25858,Standard Class,Corporate,LATAM,Furniture,115.968,2,0.4,-23.232,7.18,Medium
25859,Standard Class,Consumer,LATAM,Office Supplies,60.54,3,0.0,3.6,7.18,High
25860,Standard Class,Consumer,LATAM,Office Supplies,123.756,1,0.4,-20.644,7.17,Medium
25861,Standard Class,Corporate,EU,Office Supplies,160.92,3,0.0,40.23,7.17,Medium
25862,Second Class,Corporate,EU,Office Supplies,28.95,1,0.0,4.05,7.17,Critical
25863,First Class,Home Office,EU,Office Supplies,21.825,3,0.5,-12.285,7.17,Critical
25864,Standard Class,Corporate,EU,Technology,122.49,1,0.0,31.83,7.17,Medium
25865,Same Day,Home Office,EU,Office Supplies,43.65,5,0.0,13.5,7.17,Medium
25866,Standard Class,Corporate,APAC,Office Supplies,114.03,7,0.0,30.66,7.17,Medium
25867,Standard Class,Consumer,US,Technology,127.984,2,0.2,25.5968,7.17,Medium
25868,Standard Class,Consumer,Africa,Office Supplies,128.37,1,0.0,55.17,7.17,Medium
25869,First Class,Corporate,Africa,Office Supplies,52.68,2,0.0,26.34,7.17,High
25870,Standard Class,Corporate,EMEA,Office Supplies,50.88,1,0.0,23.4,7.17,High
25871,Standard Class,Consumer,EMEA,Office Supplies,95.28,4,0.0,24.72,7.17,Medium
25872,Standard Class,Consumer,LATAM,Furniture,96.84,3,0.0,19.32,7.17,Medium
25873,Second Class,Home Office,LATAM,Office Supplies,44.0,4,0.0,4.8,7.17,Medium
25874,Standard Class,Home Office,LATAM,Furniture,106.08,3,0.0,50.88,7.17,High
25875,Standard Class,Consumer,LATAM,Furniture,86.416,1,0.2,-10.804,7.16,Medium
25876,Standard Class,Consumer,EU,Office Supplies,59.22,2,0.0,20.7,7.16,Low
25877,Standard Class,Corporate,EU,Office Supplies,163.98,6,0.0,6.48,7.16,Medium
25878,Standard Class,Consumer,EU,Office Supplies,268.5,5,0.0,21.45,7.16,Medium
25879,Standard Class,Corporate,EU,Technology,487.62,6,0.0,243.72,7.16,High
25880,Second Class,Corporate,EU,Office Supplies,61.128,4,0.4,-14.352,7.16,High
25881,Standard Class,Consumer,EU,Technology,140.403,2,0.15,28.023,7.16,Medium
25882,Second Class,Consumer,EU,Office Supplies,22.98,2,0.0,0.18,7.16,Critical
25883,Standard Class,Corporate,EU,Office Supplies,79.59,7,0.0,22.26,7.16,Medium
25884,First Class,Consumer,EU,Office Supplies,61.47,3,0.0,10.98,7.16,Medium
25885,Second Class,Corporate,APAC,Office Supplies,37.2,5,0.5,-15.0,7.16,Critical
25886,Second Class,Home Office,APAC,Office Supplies,76.869,3,0.1,-6.921,7.16,Medium
25887,Second Class,Consumer,APAC,Furniture,62.316,2,0.4,-24.984,7.16,Medium
25888,Standard Class,Corporate,US,Furniture,56.28,6,0.0,15.7584,7.16,Low
25889,First Class,Home Office,US,Office Supplies,45.24,4,0.7,-30.16,7.16,Medium
25890,Second Class,Consumer,US,Furniture,77.952,3,0.2,15.5904,7.16,Medium
25891,Standard Class,Consumer,Africa,Office Supplies,59.64,2,0.0,17.88,7.16,High
25892,Standard Class,Home Office,LATAM,Technology,145.32,3,0.0,14.52,7.16,Medium
25893,Second Class,Consumer,EU,Office Supplies,71.28,3,0.1,31.68,7.15,Medium
25894,Standard Class,Corporate,EU,Office Supplies,65.79,3,0.0,14.4,7.15,Medium
25895,Standard Class,Consumer,EU,Office Supplies,59.16,2,0.0,10.02,7.15,High
25896,Second Class,Corporate,APAC,Furniture,395.901,3,0.07,55.341,7.15,Medium
25897,Standard Class,Consumer,US,Office Supplies,65.34,3,0.0,22.869,7.15,Low
25898,Same Day,Home Office,US,Office Supplies,26.4,5,0.0,12.672,7.15,Critical
25899,Standard Class,Consumer,US,Furniture,127.95,3,0.0,21.7515,7.15,Medium
25900,Second Class,Corporate,EMEA,Technology,71.76,1,0.0,3.57,7.15,Medium
25901,Standard Class,Corporate,EMEA,Office Supplies,79.368,1,0.6,-85.332,7.15,Medium
25902,Second Class,Consumer,Africa,Office Supplies,106.56,4,0.0,9.48,7.15,High
25903,Standard Class,Consumer,Africa,Office Supplies,134.13,1,0.0,25.47,7.15,Medium
25904,Standard Class,Consumer,LATAM,Technology,146.1,3,0.0,45.24,7.15,Medium
25905,Standard Class,Corporate,LATAM,Technology,179.52,3,0.2,40.38,7.14,Medium
25906,Standard Class,Corporate,EU,Office Supplies,111.51,3,0.0,24.48,7.14,Medium
25907,Second Class,Consumer,EU,Office Supplies,88.44,4,0.0,15.84,7.14,Medium
25908,Standard Class,Home Office,APAC,Office Supplies,94.08,2,0.0,14.1,7.14,High
25909,Standard Class,Corporate,APAC,Office Supplies,68.0652,6,0.27,1.8252,7.14,High
25910,Standard Class,Consumer,APAC,Office Supplies,39.6,3,0.0,12.6,7.14,High
25911,Standard Class,Home Office,APAC,Furniture,163.839,2,0.35,-75.621,7.14,Medium
25912,First Class,Home Office,US,Office Supplies,41.28,6,0.2,13.932,7.14,Medium
25913,Standard Class,Consumer,US,Technology,50.0,2,0.0,12.0,7.14,High
25914,First Class,Consumer,Africa,Furniture,23.82,1,0.0,2.85,7.14,Critical
25915,Standard Class,Consumer,LATAM,Office Supplies,105.52,5,0.2,-2.68,7.14,Medium
25916,Standard Class,Home Office,EU,Office Supplies,83.592,4,0.1,21.312,7.13,Medium
25917,First Class,Consumer,APAC,Technology,59.913,1,0.1,3.993,7.13,Medium
25918,Second Class,Corporate,APAC,Office Supplies,74.1258,3,0.47,-21.0042,7.13,Medium
25919,Second Class,Home Office,APAC,Office Supplies,272.3562,6,0.17,-46.0638,7.13,Medium
25920,Standard Class,Consumer,US,Furniture,119.94,3,0.0,23.988,7.13,Medium
25921,Second Class,Home Office,EMEA,Technology,86.85,1,0.0,42.54,7.13,Medium
25922,First Class,Consumer,EMEA,Office Supplies,110.232,2,0.6,-129.528,7.13,High
25923,First Class,Consumer,EMEA,Office Supplies,49.77,1,0.0,13.92,7.13,Medium
25924,Standard Class,Corporate,Africa,Office Supplies,94.98,2,0.0,7.56,7.13,Medium
25925,First Class,Corporate,LATAM,Office Supplies,38.64,4,0.4,-18.72,7.13,High
25926,Standard Class,Corporate,LATAM,Furniture,97.632,2,0.4,-56.968,7.13,Medium
25927,Standard Class,Consumer,LATAM,Office Supplies,108.48,3,0.0,21.66,7.12,Medium
25928,Standard Class,Corporate,LATAM,Office Supplies,96.78,3,0.0,3.84,7.12,High
25929,First Class,Consumer,LATAM,Office Supplies,66.48,4,0.0,12.56,7.12,Medium
25930,Standard Class,Corporate,LATAM,Office Supplies,57.0,5,0.4,-12.4,7.12,High
25931,Standard Class,Consumer,LATAM,Furniture,103.86,3,0.0,41.52,7.12,Medium
25932,Standard Class,Consumer,LATAM,Office Supplies,162.56,8,0.0,17.76,7.12,Medium
25933,Second Class,Consumer,EU,Office Supplies,61.53,7,0.0,23.31,7.12,Medium
25934,Second Class,Consumer,EU,Technology,92.7,3,0.0,30.51,7.12,Medium
25935,Standard Class,Home Office,EU,Furniture,112.158,2,0.1,14.898,7.12,Medium
25936,First Class,Corporate,EU,Office Supplies,39.87,3,0.0,1.17,7.12,High
25937,Standard Class,Corporate,EU,Office Supplies,50.94,3,0.0,1.44,7.12,Low
25938,Standard Class,Home Office,APAC,Office Supplies,91.14,7,0.0,17.22,7.12,Medium
25939,Standard Class,Corporate,APAC,Office Supplies,45.2682,2,0.17,13.5882,7.12,High
25940,Second Class,Consumer,US,Office Supplies,46.672,2,0.2,16.3352,7.12,Medium
25941,Standard Class,Consumer,US,Furniture,63.94,1,0.0,24.9366,7.12,Medium
25942,Standard Class,Consumer,EMEA,Furniture,124.62,2,0.0,27.36,7.12,Medium
25943,Same Day,Home Office,Africa,Technology,96.66,4,0.7,-93.54,7.12,Medium
25944,Standard Class,Home Office,Africa,Office Supplies,59.616,8,0.7,-45.744,7.12,High
25945,Standard Class,Consumer,EMEA,Technology,120.072,1,0.6,-147.108,7.12,Medium
25946,Standard Class,Corporate,LATAM,Furniture,131.456,4,0.2,11.456,7.12,Medium
25947,Standard Class,Corporate,LATAM,Office Supplies,50.5,5,0.0,15.1,7.11,High
25948,Same Day,Consumer,EU,Office Supplies,51.27,2,0.5,-15.39,7.11,High
25949,Standard Class,Corporate,EU,Office Supplies,79.2,6,0.0,21.24,7.11,Medium
25950,Standard Class,Consumer,EU,Office Supplies,98.4,2,0.0,42.3,7.11,Medium
25951,Second Class,Corporate,EU,Office Supplies,125.46,3,0.5,-105.39,7.11,Medium
25952,Standard Class,Corporate,APAC,Technology,125.19,3,0.0,29.97,7.11,Medium
25953,Standard Class,Corporate,APAC,Technology,166.83,1,0.0,11.67,7.11,Medium
25954,Standard Class,Home Office,APAC,Technology,54.1326,1,0.17,-7.8474,7.11,High
25955,Second Class,Corporate,APAC,Technology,60.7698,2,0.47,-49.3302,7.11,High
25956,Standard Class,Consumer,APAC,Technology,65.0628,3,0.47,-16.0272,7.11,High
25957,Standard Class,Consumer,APAC,Office Supplies,105.6,5,0.0,52.8,7.11,Medium
25958,Second Class,Consumer,APAC,Furniture,85.455,5,0.1,10.305,7.11,Medium
25959,Standard Class,Consumer,APAC,Office Supplies,81.324,3,0.1,4.464,7.11,Medium
25960,Standard Class,Corporate,APAC,Office Supplies,107.448,4,0.45,-33.312,7.11,Medium
25961,First Class,Home Office,APAC,Office Supplies,44.4564,3,0.47,-36.9936,7.11,High
25962,First Class,Consumer,US,Technology,68.04,7,0.0,19.7316,7.11,Critical
25963,Second Class,Corporate,EMEA,Office Supplies,227.16,1,0.6,-295.32,7.11,Medium
25964,Standard Class,Consumer,EMEA,Office Supplies,33.0,2,0.0,8.22,7.11,Low
25965,Standard Class,Consumer,LATAM,Furniture,67.28,2,0.0,18.8,7.11,High
25966,First Class,Consumer,LATAM,Office Supplies,64.152,3,0.4,-35.328,7.1,Medium
25967,Second Class,Consumer,EU,Office Supplies,67.8,2,0.0,10.14,7.1,Medium
25968,Standard Class,Corporate,EU,Technology,97.92,3,0.5,-86.22,7.1,Medium
25969,Standard Class,Consumer,APAC,Office Supplies,88.209,3,0.1,35.199,7.1,Medium
25970,Standard Class,Consumer,APAC,Office Supplies,239.3139,7,0.17,89.3739,7.1,Medium
25971,First Class,Consumer,APAC,Office Supplies,26.8173,3,0.17,3.5073,7.1,High
25972,Standard Class,Consumer,US,Technology,84.784,2,0.2,-20.1362,7.1,High
25973,Second Class,Corporate,US,Office Supplies,140.736,4,0.2,12.3144,7.1,High
25974,Second Class,Home Office,EMEA,Technology,47.82,1,0.0,6.21,7.1,High
25975,Standard Class,Consumer,EMEA,Office Supplies,328.56,8,0.0,160.8,7.1,Medium
25976,Second Class,Consumer,EMEA,Technology,40.92,1,0.0,6.12,7.1,High
25977,Second Class,Consumer,EMEA,Office Supplies,41.43,1,0.0,11.16,7.1,High
25978,Second Class,Corporate,Africa,Technology,57.33,1,0.0,23.49,7.1,High
25979,Second Class,Consumer,Africa,Technology,160.65,1,0.0,17.67,7.1,High
25980,Standard Class,Corporate,LATAM,Technology,174.23084,1,0.002,38.05084,7.1,Medium
25981,Standard Class,Corporate,LATAM,Furniture,96.84,5,0.4,-32.36,7.1,Medium
25982,Standard Class,Consumer,LATAM,Office Supplies,99.408,3,0.2,7.428,7.1,Medium
25983,Standard Class,Corporate,EU,Office Supplies,72.6,5,0.0,2.85,7.09,Medium
25984,Second Class,Corporate,EU,Technology,78.273,1,0.1,10.413,7.09,High
25985,Standard Class,Corporate,EU,Office Supplies,117.0,3,0.0,14.04,7.09,Medium
25986,Standard Class,Consumer,APAC,Office Supplies,71.37,3,0.0,27.09,7.09,Medium
25987,Second Class,Consumer,APAC,Office Supplies,51.948,4,0.1,16.068,7.09,High
25988,Standard Class,Home Office,APAC,Technology,41.6898,2,0.47,-3.9702,7.09,High
25989,First Class,Corporate,APAC,Office Supplies,25.08,1,0.0,8.25,7.09,Critical
25990,Standard Class,Consumer,APAC,Furniture,110.3103,3,0.27,-22.7097,7.09,Medium
25991,Standard Class,Corporate,APAC,Office Supplies,53.46,5,0.1,18.36,7.09,High
25992,Standard Class,Consumer,APAC,Furniture,224.01,3,0.5,-215.1,7.09,Medium
25993,Standard Class,Home Office,APAC,Furniture,77.715,2,0.25,23.775,7.09,Medium
25994,Second Class,Consumer,APAC,Office Supplies,74.28,2,0.0,16.32,7.09,Medium
25995,Standard Class,Consumer,US,Office Supplies,64.96,2,0.0,2.5984,7.09,High
25996,Standard Class,Corporate,US,Office Supplies,78.304,2,0.2,29.364,7.09,Medium
25997,Standard Class,Home Office,US,Office Supplies,163.96,4,0.0,80.3404,7.09,Medium
25998,Second Class,Home Office,Africa,Furniture,53.01,1,0.0,21.72,7.09,High
25999,Standard Class,Corporate,EMEA,Furniture,109.95,1,0.0,12.09,7.09,Medium
26000,Standard Class,Corporate,EMEA,Office Supplies,139.68,8,0.0,57.12,7.09,Medium
26001,Standard Class,Corporate,LATAM,Office Supplies,121.32,2,0.0,16.96,7.09,Medium
26002,Standard Class,Home Office,LATAM,Office Supplies,59.84,2,0.0,27.52,7.08,Medium
26003,Standard Class,Consumer,LATAM,Furniture,81.48,7,0.0,26.04,7.08,High
26004,Standard Class,Consumer,LATAM,Office Supplies,75.28,2,0.0,8.28,7.08,Medium
26005,Second Class,Corporate,EU,Office Supplies,30.93,1,0.0,9.57,7.08,Critical
26006,Second Class,Corporate,EU,Office Supplies,90.18,4,0.5,-0.06,7.08,Medium
26007,Standard Class,Home Office,APAC,Office Supplies,40.2135,1,0.17,-5.8365,7.08,High
26008,Standard Class,Consumer,US,Furniture,77.952,3,0.2,12.6672,7.08,High
26009,Second Class,Corporate,EMEA,Office Supplies,70.368,8,0.6,-24.672,7.08,Medium
